Região Administrativa;Região de Governo;Município;Núcleo Regional;Unidades do CEETEPS;Código da Unidade;Número da Turma; Turma;Tipo de Ensino;Eixo Tecnológico/Educação Básica;Área Profissional;Habilitação/Curso;Período;Sexo Feminino;Sexo Masculino;Total de Alunos; Médio na ETEC;Médio em outra ETEC;Médio fora do CPS;Médio Concluído;Aprovados;Promoção Parcial;Retidos por Frequência;Retidos por Rendimento; Retidos por Frequencia e Rendimento; Retenção Parcial;Desistências;Transferências Expedidas;Transferências Recebidas;Trancamentos
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Praia Grande;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec de Praia Grande (Balneário Maracanã);153.3 - Cd_Cps;234.832.665;1ª Série;Integrado;Informação e Comunicação;Informática;Informática para Internet (Etim);Integral;4;37;41;0;0;0;0;36;3;0;1;0;0;0;1;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Praia Grande;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec de Praia Grande (Balneário Maracanã);153.3 - Cd_Cps;234.832.855;2ª Série;Integrado;Informação e Comunicação;Informática;Informática para Internet (Etim);Integral;9;28;37;0;0;0;0;31;2;0;0;0;0;0;5;1;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Praia Grande;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec de Praia Grande (Balneário Maracanã);153.3 - Cd_Cps;234.833.069;3ª Série;Integrado;Informação e Comunicação;Informática;Informática para Internet (Etim);Integral;10;27;37;0;0;0;0;37;0;0;0;0;0;0;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Praia Grande;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec de Praia Grande (Balneário Maracanã);153.3 - Cd_Cps;234.833.192;3ª Série;Integrado;Gestão e Negócios;Gestão;Marketing (Etim);Integral;21;14;35;0;0;0;0;34;0;0;0;1;0;0;2;2;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Praia Grande;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec de Praia Grande (Balneário Maracanã);153.3 - Cd_Cps;234.832.707;1ª Série;Integrado;Gestão e Negócios;Gestão;Marketing (Etim);Integral;26;14;40;0;0;0;0;31;6;0;1;0;0;0;3;1;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Praia Grande;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec de Praia Grande (Balneário Maracanã);153.3 - Cd_Cps;234.832.889;2ª Série;Integrado;Gestão e Negócios;Gestão;Marketing (Etim);Integral;25;14;39;0;0;0;0;34;5;0;0;0;0;0;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Praia Grande;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec de Praia Grande (Balneário Maracanã);153.3 - Cd_Cps;234.832.947;2ª Série;Integrado;Segurança;Saúde;Segurança do Trabalho (Etim);Integral;18;17;35;0;0;0;0;30;2;0;0;2;0;0;2;1;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Praia Grande;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec de Praia Grande (Balneário Maracanã);153.3 - Cd_Cps;234.832.756;1ª Série;Integrado;Segurança;Saúde;Segurança do Trabalho (Etim);Integral;17;23;40;0;0;0;0;33;5;0;0;2;0;0;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Praia Grande;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec de Praia Grande (Balneário Maracanã);153.3 - Cd_Cps;234.833.242;3ª Série;Integrado;Segurança;Saúde;Segurança do Trabalho (Etim);Integral;13;26;39;0;0;0;0;39;0;0;0;0;0;0;1;1;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;234.431.005;1ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio;Manhã;19;16;35;0;0;0;0;30;5;0;0;0;0;0;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;234.431.898;2ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio;Manhã;17;17;34;0;0;0;0;28;4;0;0;2;0;0;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;234.432.078;3ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio;Manhã;15;20;35;0;0;0;0;33;0;0;0;2;0;0;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;234.430.783;1ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio;Manhã;18;17;35;0;0;0;0;35;0;0;0;0;0;0;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;234.431.658;2ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio;Manhã;18;17;35;0;0;0;0;32;1;0;0;1;0;0;1;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;234.431.971;3ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio;Manhã;17;18;35;0;0;0;0;34;0;0;1;0;0;0;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;235.522.935;1º Módulo;Técnico;Turismo, Hospitalidade e Lazer;Turismo e Hospitalidade;Agenciamento de Viagem;Noite;26;14;40;0;0;6;34;32;0;0;0;4;0;3;0;0;1
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;235.524.253;2º Módulo;Técnico;Turismo, Hospitalidade e Lazer;Turismo e Hospitalidade;Agenciamento de Viagem;Noite;19;7;26;0;0;9;17;18;0;2;0;4;0;0;0;0;2
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;235.524.709;3º Módulo;Técnico;Turismo, Hospitalidade e Lazer;Turismo e Hospitalidade;Agenciamento de Viagem;Noite;8;21;29;0;0;4;25;25;0;0;1;0;0;2;0;0;1
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;235.522.943;1º Módulo;Técnico;Infraestrutura;Construção Civil;Desenho de Construção Civil;Noite;20;20;40;0;0;14;26;29;0;0;0;4;0;7;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;235.524.337;2º Módulo;Técnico;Infraestrutura;Construção Civil;Desenho de Construção Civil;Noite;15;22;37;3;0;14;20;31;0;0;0;2;0;3;0;0;1
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;235.524.758;3º Módulo;Técnico;Infraestrutura;Construção Civil;Desenho de Construção Civil;Noite;19;20;39;0;0;11;28;29;0;0;2;3;0;3;0;1;3
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;235.522.489;3º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas (mediotec);Tarde;4;10;14;0;0;14;0;12;0;0;1;1;0;0;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;235.522.893;1º Módulo;Técnico;Infraestrutura;Construção Civil;Edificações;Noite;15;25;40;0;0;10;30;28;4;0;0;5;0;1;1;0;1
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;235.524.568;3º Módulo;Técnico;Infraestrutura;Construção Civil;Edificações;Noite;11;23;34;0;0;7;27;32;0;0;0;1;0;1;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;235.523.800;2º Módulo;Técnico;Infraestrutura;Construção Civil;Edificações;Noite;14;20;34;3;0;12;19;32;0;0;0;1;0;0;0;0;1
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;235.522.885;1º Módulo;Técnico;Controle e Processos Industriais;Indústria;Eletrotécnica;Noite;0;40;40;0;0;8;32;30;0;0;0;6;0;3;0;0;1
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;235.522.455;3º Módulo;Técnico;Controle e Processos Industriais;Indústria;Eletrotécnica;Manhã;0;18;18;0;0;4;14;13;0;1;0;3;0;1;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;235.523.750;2º Módulo;Técnico;Controle e Processos Industriais;Indústria;Eletrotécnica;Noite;0;31;31;1;0;7;23;22;0;0;0;4;0;2;0;0;3
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;235.524.477;3º Módulo;Técnico;Controle e Processos Industriais;Indústria;Eletrotécnica;Noite;1;33;34;0;0;2;32;22;1;0;0;6;0;2;0;0;3
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;235.522.414;1º Módulo;Técnico;Controle e Processos Industriais;Indústria;Eletrotécnica;Manhã;3;37;40;0;0;19;21;16;8;0;1;6;0;7;0;0;2
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;235.524.899;4º Módulo;Técnico;Controle e Processos Industriais;Indústria;Eletrotécnica;Noite;0;32;32;1;0;5;26;27;0;0;1;4;0;0;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;235.524.444;3º Módulo;Técnico;Controle e Processos Industriais;Indústria;Eletrônica;Noite;3;22;25;0;0;4;21;14;1;0;0;3;0;6;0;0;1
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;235.522.869;1º Módulo;Técnico;Controle e Processos Industriais;Indústria;Eletrônica;Noite;3;37;40;4;0;10;26;29;2;0;0;5;0;3;0;0;1
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;235.523.743;2º Módulo;Técnico;Controle e Processos Industriais;Indústria;Eletrônica;Noite;2;34;36;0;0;13;23;17;2;0;0;11;0;1;0;0;5
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;235.524.881;4º Módulo;Técnico;Controle e Processos Industriais;Indústria;Eletrônica;Noite;1;21;22;0;0;7;15;20;0;0;0;1;0;0;0;0;1
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;235.522.828;3º Módulo;Técnico;Turismo, Hospitalidade e Lazer;Turismo e Hospitalidade;Eventos;Tarde;14;0;14;0;0;3;11;12;0;0;0;2;0;0;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;235.524.378;2º Módulo;Técnico;Turismo, Hospitalidade e Lazer;Turismo e Hospitalidade;Eventos;Noite;19;7;26;0;0;9;17;14;0;0;0;10;0;1;0;0;1
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;235.524.790;3º Módulo;Técnico;Turismo, Hospitalidade e Lazer;Turismo e Hospitalidade;Eventos;Noite;18;5;23;0;0;7;16;15;0;0;0;3;0;3;0;0;2
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;235.522.521;2º Módulo;Técnico;Informação e Comunicação;Informática;Informática para Internet;Tarde;6;24;30;7;0;16;7;20;2;0;0;2;0;0;0;0;6
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;235.525.045;4º Módulo;Técnico;Controle e Processos Industriais;Indústria;Mecânica;Noite;1;30;31;0;0;15;16;23;0;0;3;5;0;0;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;235.522.919;1º Módulo;Técnico;Controle e Processos Industriais;Indústria;Mecânica;Noite;6;34;40;0;0;14;26;17;7;0;1;10;0;1;0;0;4
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;235.524.162;2º Módulo;Técnico;Controle e Processos Industriais;Indústria;Mecânica;Noite;0;31;31;1;0;9;21;2;19;0;0;5;0;2;0;0;3
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;235.524.667;3º Módulo;Técnico;Controle e Processos Industriais;Indústria;Mecânica;Noite;4;26;30;0;0;7;23;22;4;0;0;1;0;2;0;0;1
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;235.525.011;4º Módulo;Técnico;Controle e Processos Industriais;Indústria;Mecânica;Noite;0;31;31;0;0;15;16;24;0;0;2;5;0;0;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;235.522.927;1º Módulo;Técnico;Controle e Processos Industriais;Indústria;Mecânica;Noite;1;39;40;0;0;6;34;20;8;0;0;10;0;1;0;0;1
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;235.524.212;2º Módulo;Técnico;Controle e Processos Industriais;Indústria;Mecânica;Noite;0;31;31;0;0;7;24;15;7;0;1;4;0;2;0;0;2
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;235.524.634;3º Módulo;Técnico;Controle e Processos Industriais;Indústria;Mecânica;Noite;1;29;30;0;0;10;20;22;4;0;0;0;0;3;0;0;1
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;235.522.976;1º Módulo;Técnico;Controle e Processos Industriais;Indústria;Metalurgia;Noite;2;37;39;0;0;5;34;18;3;0;0;15;0;1;0;0;2
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;235.524.816;3º Módulo;Técnico;Controle e Processos Industriais;Indústria;Metalurgia;Noite;0;24;24;0;0;2;22;23;0;0;0;1;0;0;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;235.524.394;2º Módulo;Técnico;Controle e Processos Industriais;Indústria;Metalurgia;Noite;4;31;35;0;0;5;30;18;0;0;0;12;0;4;0;0;1
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;235.522.729;1º Módulo;Técnico;Informação e Comunicação;Informática;Programação de Jogos Digitais ;Tarde;9;29;38;2;0;17;19;22;5;0;0;6;0;5;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;235.522.497;3º Módulo;Técnico;Informação e Comunicação;Informática;Programação de Jogos Digitais ;Tarde;2;19;21;0;0;12;9;19;0;0;0;1;0;1;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;235.522.505;3º Módulo;Técnico;Informação e Comunicação;Informática;Programação de Jogos Digitais (mediotec);Tarde;0;8;8;0;0;8;0;5;0;0;0;3;0;0;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;234.435.451;1ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas (Etim);Integral;4;32;36;0;0;0;0;36;0;0;0;0;0;0;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;234.435.568;1ª Série;Integrado;Controle e Processos Industriais;Indústria;Eletrotécnica (Etim);Integral;4;32;36;0;0;0;0;29;5;0;0;1;0;0;1;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;234.527.695;2ª Série;Integrado;Controle e Processos Industriais;Indústria;Eletrotécnica (Etim);Integral;4;33;37;0;0;0;0;22;12;0;0;0;0;0;3;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;234.527.737;3ª Série;Integrado;Controle e Processos Industriais;Indústria;Eletrotécnica (Etim);Integral;6;27;33;0;0;0;0;32;0;0;0;0;0;0;1;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;234.527.703;3ª Série;Integrado;Controle e Processos Industriais;Indústria;Eletrônica (Etim);Integral;3;22;25;0;0;0;0;25;0;0;0;0;0;0;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;234.435.535;1ª Série;Integrado;Controle e Processos Industriais;Indústria;Eletrônica (Etim);Integral;7;31;38;0;0;0;0;34;3;0;0;1;0;0;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;234.436.327;2ª Série;Integrado;Controle e Processos Industriais;Indústria;Eletrônica (Etim);Integral;9;27;36;0;0;0;0;35;0;0;0;1;0;0;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;234.801.629;2ª Série;Integrado;Informação e Comunicação;Informática;Ensino Médio com Habilitação Profissional de Técnico em Programação de Jogos Digitais - MTec (Novotec);Tarde;2;33;35;0;0;0;0;33;1;0;0;0;0;0;1;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;234.801.579;1ª Série;Integrado;Informação e Comunicação;Informática;Ensino Médio com Habilitação Profissional de Técnico em Programação de Jogos Digitais - MTec (Novotec);Tarde;1;35;36;0;0;0;0;30;3;0;0;3;0;0;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;234.436.079;2ª Série;Integrado;Informação e Comunicação;Informática;Informática (Etim);Integral;9;28;37;0;0;0;0;34;2;0;0;1;0;0;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;234.527.745;3ª Série;Integrado;Informação e Comunicação;Informática;Informática (Etim);Integral;12;19;31;0;0;0;0;31;0;0;0;0;0;0;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;803.500.134;4º Módulo;Especialização;Turismo, Hospitalidade e Lazer;Turismo e Hospitalidade;Organização de Eventos Corporativos - Especialização;Noite;4;18;22;0;0;7;15;14;0;0;0;6;0;2;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;235.528.668;2º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;20;10;30;0;0;7;23;25;0;0;0;0;0;2;0;0;3
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;235.528.924;3º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;21;11;32;0;1;5;26;31;0;0;0;0;0;0;0;0;1
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;235.528.395;1º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Tarde;26;14;40;0;0;13;27;37;0;0;0;0;0;3;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;235.528.874;3º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Tarde;26;10;36;0;0;14;22;34;0;0;0;0;0;1;1;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;235.528.452;1º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;29;11;40;0;0;6;34;29;0;0;1;2;0;8;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;235.528.569;2º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Tarde;22;14;36;0;6;19;11;31;0;1;0;0;0;3;0;0;1
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;235.528.916;3º Módulo;Técnico;Gestão e Negócios;Gestão;Administração (Jovem Técnico);Tarde;17;8;25;0;1;24;0;24;0;0;0;0;0;1;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;235.528.635;2º Módulo;Técnico;Gestão e Negócios;Gestão;Logística;Tarde;20;16;36;0;2;20;14;32;0;0;0;0;0;2;0;0;2
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;235.528.411;1º Módulo;Técnico;Gestão e Negócios;Gestão;Logística;Tarde;18;21;39;0;0;15;24;38;0;0;0;1;0;0;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;235.528.882;3º Módulo;Técnico;Gestão e Negócios;Gestão;Logística;Tarde;13;15;28;0;0;21;7;27;0;0;0;0;0;0;0;0;1
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;235.528.700;2º Módulo;Técnico;Ambiente e Saúde;Saúde;Nutrição e Dietética;Noite;22;2;24;0;2;6;16;22;0;0;0;0;0;0;0;0;2
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;235.528.932;3º Módulo;Técnico;Ambiente e Saúde;Saúde;Nutrição e Dietética;Noite;27;6;33;0;1;10;22;30;0;0;0;1;0;2;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;235.528.494;1º Módulo;Técnico;Ambiente e Saúde;Saúde;Nutrição e Dietética;Noite;31;9;40;0;0;3;37;35;0;0;0;2;0;3;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;235.528.528;1º Módulo;Técnico;Segurança;Saúde;Segurança do Trabalho;Noite;20;20;40;0;0;1;39;29;0;0;0;3;0;7;0;2;3
